companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary,listing_jobDesc,requested_url
Nanyang Technological University,3.9,Project Officer (Natural Language Processing and Deep Learning),Singapore,NA,"
Prepare literature surveys to outline research development in natural language processing, machine learning, deep learning, and virality analytics in marketing and finance. A special focus is the (financial) social media text analysis 
Participate in research program, including algorithmic derivations and numerical experiments 
Prepare reports (paper writing) and documentations for the research programs 
Min. Bachelor’s Degree in mathematics/statistics/computer science and related field 
Basic understanding of the scientific principles behind the research activities 
Attention to details and procedures 
Effective communication and report writing skills 
Willingness to learn and develop new skills",https://www.glassdoor.sg/partner/jobListing.htm?pos=1516&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_ff05cd2d&cb=1679538837356&jobListingId=1008234951583&cpc=FAE5E775D180B2FB&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-22dd798bf0f4e87f--6NYlbfkN0C3dlnoyXIby2MErkk12i7gjQnI-ure46z91GVVu91qEa4UINR4Y7PvKfsPm9lzOPDI2sfeAEA9eoMQB2CYAdmNS3uxILQbhr1nVfaUdTAaZwRs6U0TniCpEqdj_kDqIzh87B6AAx1nw1q0BI1133zcnb6XN2zEygxG7sdanpoMVcEkc_0YgayK12i82u8QPXCr2DHVIY19a5bqfW_rJo3mlCGgB_tbOBifmV_6dirU06W1HEs3h6rlizQkK-AU4ocV-gGXJhtcPbFScAgtwqk7s5GRdVAlgXF949nTJipyibFrWiVX--VnacyCdYWDAiaeM1PfgSrXu_ufX6fVXi5naKDNombqKzijZZ0crt1guJOvUx84e12BEJoF8RRs9sz_t_uOZul5XvKD8KwDFt4cXfvLKhBjE0-y1ShmmKb3Iy6a4fEO3gMQnanahXPYxj27FnZY3hzlZxiUuZmoG405EOuOjdkYbvkf6oAl__96qrtBdkMhHsWXqOizlhhtMaca8iNYD4ctFeaSzsUlNNeUYhQpK8yBnQO-N0PaOVYxyt4x422fo2LDpDCXHwkueDKY8TdaIsdqkNVPvw2thVgSkNnASGr5CxqcRIBpVtWQsIBp3x4iu3frEVMd6wGt2Qyxd-Pg7piCDU7oelUqF__IZ0onbBqGgJJ73V7kuC1BOiLLtOM_7wTo9yyX3k6QaJj7HJU6xpI7PkcQ0yW1KB8d
National University of Singapore,4.1,AI Engineer (Natural Language Processing)-AI Singapore,Singapore,38000 - 100000,"Develop NLP products for NLP Hub Perform literature review of academic machine learning papers Reproduce, test and enhance algorithms from research papers Collaborate with external parties Develop machine learning models and/or refactor codes for integration into our NLP Bricks Be involved in the deployment process Keep abreast of latest developments in NLP BSc/MSc in Computer Science, Machine Learning, AI, Statistics, Mathematics, Engineering or equivalent practical experience Familiar with NLP tasks and modern NLP models Fluent in Python, PyTorch, Hugging Face, AllenNLP and related nlp libraries Experience in building and improving NLP deep learning models Experience working with container services such as Dockers and Kubernetes Experience working with Git, RESTful API Experience working with frontend such as React and TypeScript is a plus Experience in cloud services Ability to write and communicate in English",https://www.glassdoor.sg/partner/jobListing.htm?pos=1504&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_ccb242e4&cb=1679538837353&jobListingId=1007786019135&cpc=F7A2269C793D5877&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-fec6816f1db5e79c--6NYlbfkN0AAaq-SSVdfYLeHO5kEBCYaujlMAWlZbpJUzku5TsqbrYVFVA_l-cI5ZMwFhr-5ExGSi5xCsIavi4CYUtXAvu3Vi0fEqhnF8yjYh2Y5QYlV8oid-NYEzB58j6B3yAXYpEfsAwBMIuC-5m1xFJUTLbLskYxt_94-_fig_BRLZal9RG2bSAcvcw8m9wIQzj9qucITxEMYMPKz1k0p_jf6YPbG1dwGE525EgkdIC6-OH_Pd1bMGhwGNp27zc95b61km3nNJ83X00Ybua9U85gxLXSAv4SqK5pN19ueejXYHKRTRlGheWU9qTod4RhaDe1kxuPKfGI8AU1pUxCZsU1Q8H9l2T0c4AfVhhp-ud97yORLD4xIA-0HKUxX_-CvA2AReu8LzTZ2TVMAdHu35CdwrDcQFjCx-eH1GvPjb3QTythu4FhYabQ-go3dFSlqGaoHP4J68EbXd8SikWvS6fmQhv2lhCRATf2Yf28_xMTGREzpCqscO8x5p6NGXSGFZZ34STze4KrERmQi669HS_PvDlg_r8dCKvX8TuX4yTlpr9nn3L7vz3ZfcW2U0QTw0RaiRC-y-2VoUjBR0YaRWxP0tJIWBzJDlo5waBip8_FabHYU9-0APZ_lo9-1NECi8CMYIthinpK8efnvP673n4bCERC9gWFl5XV1NgE%3D
Partek Inc.,3.7,Field Application Scientist - Experience with NGS Data Analysis Required,Singapore,75000 - 110000,"Provide basic and advance training for customers and distributors. Assists sales and support organization in conducting scientific software presentations to internal and external audiences for pre and post sales activities. Supports development of technical documentation and training materials. Provide scientific and applications feedback to development, marketing and sales. Work with these teams to continually improve user experience with Partek’s product and services. Develops and maintains positive customer interactions by providing timely technical assistance in response to customer inquiries. Keep track of technical and customers’ issues by means of logging cases in CRM and work towards resolution in the most efficient and effective manner. Stays abreast of the latest trends in data analysis field via literature. All listed tasks and responsibilities are deemed as essential functions to this position; however, business conditions may require reasonable accommodations for additional tasks and responsibilities. Master’s degree or PhD in molecular biology, immunology, bioinformatics or life science related field. Experience in the analysis of next generation sequencing data, preferably in bulk RNA-Seq, single cell or spatial transcriptomics. Strong troubleshooting abilities. Strong presentation and communication skills. Ability to balance several projects and customers concurrently. Ability to work independently and collaboratively with minimal supervision. Must have excellent work ethic, exceptional judgement and unquestionable integrity. Proficient in English in both spoken and written. Flexible schedule Health insurance Professional development Work from home Flexible hours 13th month salary Master's (Required) Molecular Biology: 3 years (Required)",https://www.glassdoor.sg/partner/jobListing.htm?pos=1502&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_18ddcfe8&cb=1679538837353&jobListingId=1008008596809&cpc=5FEB1BEB8E14EF52&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-fd9598ee98b32e0a--6NYlbfkN0BHIfC1zsKGIu0R3teaIu8liT7fbRNLaQeDQfcPJweUK9XkK6oR8SAb_ysqHG_8_h5GRkjaMcRqRyd9V1opTlFxRL1YuyLFxjpjZ4jRnZJt_QQYxIkOhYy-hkz0EM1xyr4WlwxOZ80SzZW1wjBZKxqlNg-bN_U49ZLREEUFMyZWGB_z381w_dd5Qg4X0n2A13b3_zIUDt6oCr7UDBVT_jC1IDdXxbllsCrFbKnKV_1f1woqw656CpxEw39bDNxzFDWTtLz0malFlNGZ6cONHsPanEXshTePf72Z4szJ0x4exh2wIDscZ60g_GPENkUXEnXeAnHebvofc6bWMwjQ0A1Hw6-0r8XQsQp15-stdMD1QYgjwnquBC9qWoiOv97WDg1cCSb5KsHY73LjX2DqsextPtAeyHj_2TFpI3esCdxjsKioUswys54jhiEQSP8PRHg2Yt7PUCNVBoAZTJPWFc9GWg_ob5DUTOkmNwqq1CUpXFPRmte2PuJgSd2_F91_ar8Noi0MlwoJ81q0te6s0YiU9YX8GXTfiiRnJhpa6zOi-cjsXIS2VmBulrr1OkBCAAgn5AwK6m-8gIxEpgk1k5jwxNgWpO2yz7qPqLtvC_1NXsgT806LYzbkRR-29ze-ucc%3D
CONSUMER JOURNEYS PTE. LTD.,NA,Data Scientist,Singapore,4000 - 8000,"Work with business stakeholders to translate opportunities and problem statements into analytical use cases
 Work on customer behaviour analysis to uncover insights related to financial & lifestyle services
 Manage and develop always-on automated campaigns via real-time triggers and events detection
 Ongoing optimization on campaign targeting and refinement on signal & trigger logics
 Continuous exploration & research on internal and external data sources to sharpen the targeting
 Building machine learning models to support campaign activities, eg: uplifting model, propensity models and etc
 Good degree in engineering, science, applied mathematics, statistics, machine learning, or a related quantitative field.
 Minimum 1 year experience in relevant field or fresh graduate with exceptional background
 Proficient in Python and SQL
 Well-versed in statistics and data science
 Familiar with statistical modelling and data visualization
",https://www.glassdoor.sg/partner/jobListing.htm?pos=1526&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_bd284773&cb=1679538837356&jobListingId=1008518282856&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-6d8cc735728a0b59--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37FdOm0JynZdNXTGOT5Q2mWKGn4Tiei04qU7gSTW0v9oN1JQdB4n3eB64shEenhPL-YSbB9TQCH41eSL3hCE3WCjv4AWAE2Ei3xTqQL4D5s85N8LsNZzVK7Cu12pSizN8Rkzv_LFc9f-BlkeBrf1cccY0YBWi7n8b1FCgy0I9xEU3RO7HcztbMAFxU0r_FuH73SqV5QuGpcSA2_-Q39EFMR3FbYSsg3-GAf5bvZAPiTpJCfwq_rQ2U2nWuA_bHBKJOTM_w0Z4AXJZU85VN26yVLi38pi_mQ-9Ag1ITnfpoHHmnOhUlpuW0Y2DW2-6cNI5ihcAXMGY1C__CN9jaTWaRje5vpHz528_5Ym3tq7PoIfpPLOYrd09V8ZYvXRq5Z_VoDdldCFuM4hS1OcRrp9P7bK9gUTKYnB6YRI2dliEaON-xBnvs-7vcHZn2QJxzueNnZW_W4NMUR9Dg72KjIV1vE-919kIE1bMvAywUlfraQPH1XAeFi-ngZsh8JEgZyIUwQ8RXcJNtQzXifXghswgAGRJNu1RyxeFz9evV-pihO925eqZX4l3DTXfxDuA5Bk16S3RvkbHxDVd6d3tCoEQxYli9ZkzS5-u18Z0Lf7oh2DzCrh_m4Y5L0xg0WbLRFRKxH5Rpby9-r7ur28g_715x3cDvWEuZCIGlP54Qjr3DCIUI1D-zKbDy3A1PpEjxKB2P6PeKHCibSDwQR4KoE17JJhAA-gBn-GVQn3_5CuyHjikg%3D%3D
GATEWAY SEARCH PTE. LTD.,4.1,Data Scientist (Transportation),Singapore,9000 - 11000,"Design, develop and maintain models (machine learning / simulation) and optimization methods to support business and operational processes.
 Develop the pipelines to train, validate and deploy these models across various environments.
 Design product experiments and interpret the results yielding impactful conclusions.
 Perform statistical data analysis & visualization to find answers and new insights to important business questions.
 Participate in technical discussions across the team through code reviews, RFC or architecture review sessions.
 At least 2 years of experience working as a Data Scientist or an advanced (Masters, PhD) degree in a related field (computer science, statistics / mathematics, operations research, economics, etc).
 Strong knowledge of data science fundamentals and statistics, with experience in data analysis, modelling (machine learning / simulation) and optimization methods such as linear programming.
 Good understanding of experimental design and methodologies such as A/B testing or multiarm bandits.
 Experience with modern software development practices: version control, refactoring, unit tests.
 Proficient in Python or R, SQL (PostgreSQL preferred).
 Experience applying data science in end-to-end production use cases: from data cleaning, feature engineering through to model training and inference.
",https://www.glassdoor.sg/partner/jobListing.htm?pos=1519&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_a064e271&cb=1679538837356&jobListingId=1008535399307&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-ffd57a018ff08b16--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37Enctm3V7SR0lVIN0rqOn8s2eX3bY686Y6zApOAUO5ROYEqiaF_Ifc09FFeYLtIWjJ3f-eBhoJz8x92gAx-oA3RTbbCfTR-YkxbHd5vzK2e3oho6FSZF-jjjMBvw3tFPbHCbX90puNm7ZE4JDd4LIfxTUxuoHF5gAuRC6Quqs4JGYROyzvprxIaKYdmSmWMBWWSG4_ZEXRoZ-_u5nGerjh_S3xwXGJ9aQgGlBk0d1JsNV5SQ47MiCMRx4733eTlcEWuPNREmygF-tTOy2U4DB-dykNHSTTrowxxjccEj-Swot7DLORjn75Ge_5fsvw3vgci-7pnZRKeTH75t724Ec58tSi2iIu_2gK0p6AMibJgY9MxaX1i4MR85eO576y7SoNP9gAe8_-HhX3CtjrYTiV29zMhQeY0Fh1gmYAfWFOj7H80McIgReb-VDQec0WVKecGlEN_s9P1KehxXJOovLoljqncLq_i7PkBwYgO4TcS9k_S3dYBX7DmnQ7Lh3_R-s6et_Z2dgU-g6iO5nN5eJXc3V5zbFzWNc9HbKOmpGXlktTtUpf-6C_Oc9_JMARS0EMnCU_6ruQhg33hBlEfIIyXhiiIzRUhouZZHYSOXlxbzNqTsmXPaSV54dPtsWWJuE2UQQeXnajNuEC3a1fAdf49wgcbfjbPMCtaSHHRPyI3TwfbfEl_vAPnSlsMQtv6gNm1xyRE7kUsE_6SGbs5lc1DVTpnj7FxWN23cwWNmIWufw%3D%3D
INTEGRATED HEALTH INFORMATION SYSTEMS PTE. LTD.,3.2,Data Scientist,Singapore,8000 - 15000,"Collaborate with stakeholders to understand needs for actionable insights
 Work collaboratively with stakeholder to refine business questions and translate business needs into analytics and data requirements
 Provide thought leadership to stakeholders in determining which analytics techniques and solutions will enable the enterprise to achieve defined business goals
 Provide rationale, business cases and ROI models to support investment
 Execute both exploratory data analysis to identify trends and data analysis to solve business problems.
 Develop of analytical models on large-scale healthcare related datasets to address various business and clinical problems through leveraging advanced statistical modelling, machine learning, deep learning, reinforcement learning and natural language processing techniques.
 Support the rollouts, upgrades, implementation and release of analytics system changes
 Ideate intelligent algorithms to operate on large data sets
 Keep abreast of existing and emerging scientific principles/theories/techniques
 Plan project timelines and resources needed
 Deliver projects in line with agreed standards, providing fit for purpose solutions within time, quality and budget constraints
 Apply project management tools and processes to ensure project is cost-effective and identify any project risks
 Prepare project status reports for stakeholders
 Communicate project objectives at critical junctions to obtain buy-in from all stakeholders
 Provide advice on high-level Advanced Analytics solution designs.
 Evaluate technologies/services, providing regular reporting on emerging trends, value add information and potential impact to the healthcare landscape.
 Assist in vendor management to ensure contracted vendors deliver solutions that is architecturally sustainable and scalable.
 PHD/Masters/Bachelors in Statistics/Biostatistics/Bioinformatics, Mathematics, Operation Research, Physics or other quantitative disciplines
 At least seven (7) years’ experience in providing data science or advanced analytics advisory, especially in designing and implementing data science or advanced analytics solutions on large datasets
 Deep understanding of statistical modelling, machine learning, deep learning, reinforcement learning and natural language processing techniques and a track record of solving problems with these methods.
 Proficient in tools such as R/SAS/SPSS/Python.
 Excellent communication, relationship skills and a strong team player.
 Demonstrate good, in-depth knowledge in relevant hardware/software products, frameworks and methodologies.
 Experience with
 databases (e.g. Oracle, DB2, MS SQL, MySQL, Teradata, Greenplum)
 data repository design (e.g. operational data stores, dimensional data stores, data marts)
 data interrogation techniques (e.g. SQL, NoSQL).
 structured and unstructured data analytics.
 Deep understanding of analytical models and methodologies – especially in the context of health analytics for clinical use and clinical safety (e.g. data mining, predictive analytics).
 Comfortable working independently to carry out data analysis, estimate resource requirement and managing timeline. Understanding and analysing huge volumes of data drawn from heterogeneous sources / repositories.
 Advance knowledge of Excel features and techniques required for the presentation of data
 The ability to work towards strict and conflicting deadlines, be able to plan and prioritise in an environment with multiple stakeholders.
 Good interpersonal skills, a detail-oriented & flexible person who can work across different areas within the team.
 A good understanding of Singapore Healthcare System
 An understanding of healthcare data governance, data acquisition and data management would be an advantage.
 Experience in interacting with analytics stakeholders (economists, statisticians, clinicians, policy makers) on a business or domain level would be preferred.",https://www.glassdoor.sg/partner/jobListing.htm?pos=1529&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_b527d21b&cb=1679538837356&jobListingId=1008519474613&cpc=AC285F3A3ECA6BB0&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-5ac8d6bda80cca4a--6NYlbfkN0DDngqMaf0VkHGuTUEdQzD8rifzbXva63y-SEiSuTkhEyLrw75V5etFArisuH_o37HCnjw7pYDieQxAxFVo411Qsh7pdbJFsIB07F1cMFdHjbQVhTXDXI_l3E_q_buz-YITJZPVEX3zZvg06aijEKrwDSBBDkOEcPxqheWyjTH8lKWPh9itOPBl_iuwFu_KYtIB2rrS25pZGHnEHkZnmqLjnolsn6Uq9j2kr6laY00HLMItz7fYShGxTs5KAiGRfypmdKM-hEkoss0PZYEE2xRmpwI4l6KM6xviAO3Rhlp6TCash3i5OfGVgfa7i7dTrKB_yhdfeKopW-MVRlGucyQyL7r_pSNjJeFVx1kkynTpZPaMiy0xSLVreyzeSdhXwozrx4Dd0rEB51RGryAOcb7jdwmX-R7uIalEG0rh3Ypm_AWUDTUUkSjiFzCIfb3ifW_8THkx0u9Dy-XQjCW_dL-PBj7k3zWhaXfcCMmHXxVwI0NzSA168oBt6GYpKL0fCEFnPVdN3RbRp415C5hSqtxzLK1tNnMimdLUPV4dG8qpk_AUoqEBJT4n8W-d5EpIOEgk93u0YUZI4LYT1bKxGUzwpnIs27t5ntz9VNAu3EE2cQ20h1KE2_-XLtCWymxEBf5KoUqGGTdo81PDAAjpXYi_38rPEKPAKdSxFI8-8O1F73w8vb6wt1AwBotMQAGF_vJ7xoqEog4Kud6SY1zUKtHRTI85tJydRNrfWdT8XgT-thRWzC2f_KePFf5qrPpfMHCJV4R7iNBj_SR19X9qovoOfwP5Sq8a7Wefhd1A5nH7nfY401V6NPX2p-5ZxPOUM_wCwEhfRSKuYQ%3D%3D
GVT Government Technology Agency (GovTech),4.0,"Quality Engineer (Video Analytics), Data Science & Artificial Intelligence",Singapore,NA,"Work closely with product management and QA engineers to drive the design, development and execution of overall test plan across the team’s suite of video analytics products.
 Participate in all phases of our agile development process and the entire SDLC of projects ensuring the integrity and quality of product releases.
 Work with Product Managers to ensure the test requirements are clearly defined based on product needs, testable, and compatible with existing sets of behaviors
 Design, execute, and automate functional, performance and security test cases for our web applications and backend APIs based on system needs.
 Develop and maintain records on all test suites, results and test data
 Collaborate with the Development team to identify and resolve issues in testing, tracking bug reports and support issue resolution.
 Build phased test plans and automation suites across different products to ensure essential requirements coverage and support optimal scheduling for releases
 Evaluate and enhance the performance and success of our testing process and implement enhancements for continuous improvements
 Provide guidance and mentorship to fellow QA team members
 B.S. or M.S. in Computer Science or a related field
 Strong communication skills and able to explain technical and non-technical concepts to less experienced members of the team, as well as the peers and managers
 3 to 5 years of working experience in web application testing and automation
 Excellent fundamental knowledge of Software Engineering concepts and SDLC life cycle
 Ability to plan and maintain test strategy and implement test suites based on requirements of applications with a good knowledge of Web and API testing
 Working knowledge and hands on experience with test automation tools and frameworks such as Selenium, Pytest or JMeter.
 Good knowledge of Python, Java, Javascript or other programming languages in Windows or Linux environments
 Good understanding of cloud computing platform services and DevOps processes, knowledge of Infrastructure-as-Code is a plus
 Knowledge of AI or video analytics concepts is a plus
 Have strong troubleshooting and debugging skills
 Strong analytical and problem-solving skills
 Familiar with the Agile software development framework and comfortable working in a fast-paced environment
",https://www.glassdoor.sg/partner/jobListing.htm?pos=1528&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_66669a8d&cb=1679538837356&jobListingId=1008429974820&cpc=F4EED0218A761C36&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-8d69447c2e240044--6NYlbfkN0Adkj6z9PX5rd-1m12nzK_B6D4VjQGLpPuzUSV8YUmxKtSp99Izr6E6NRb6n83TkDXJ6AvvYUb4r1t1Ui6BktQIuN_84oYdyWYZxIdMXyuiBzRCvY0oraiP_WKSjv-s-lLds_U6pWVSD4vuvKEuJM0gnCQF0IpPS92ZGk7JJo_961eFB10dUcPiC-blPURPthFN3vvS8zVQXKsjOWgt3M-8tlbRi4f-r8Bd1HhB9x3xF6H8nNiyjYYFzx5Zadccx_CPodtWVbAjzNcvegmitDnRU7UaX-yU8NCn8EJjxmSwSKdIq2JoSxR971KTRIhWleqE9HfzXgs3Wlpdc1fk1KDbJlnJm6E-SApbDrWa2FAVT8H1BEp8tjRNXS9Q4H78XsM8u_adnPukQJnrjAcEki4c34RBcwJzf6nD7tFSMDRZYjOrRnxl5UYOkREwChVT2xF3xefJSAus39286NOlcosc07jukxDDe9Wr9Y8e2-fklyutyV-pVirprvv1IXF9xC4iWT6aRyK-PAl2lTB6X4EylaZDkjdIFHyc7HZVZjLTrAq-LxFUR-D9OuEt6bZQ2JPP4wX9EE8tZ7OuIrT3lQjVbRdujB-XUAbfYrgCRXzFuSjUef_WX5YCOMa2dW4yDiyEHyAuN7m6l-7y-GPpMmBcGbak10GBNxZm6bv6n4f5kk1jIs1lhKi9cGZTkhp84SvGfcItsqlsKnrMkRaH2MOI3UKxKzsHLChQ_lFcMpjZAPKuLoEIA5Il
Skyworks,3.8,Data Scientist Intern,Singapore,NA,"Work closely with Skyworks Global Sourcing stakeholders to understand their business goals
 Determine the best data source and models that can support those goals
 Engage with cross functional stakeholders from finance, business lines and potential external consultants
 Develop Proof-of-Concept data models, including creating new databases, creative algorithms, and predictive models
 Creatively present the data and share insights with team members
 Integrate POC models into existing business process Undergraduate Degree in Manufacturing, Industrial or System Engineering, Business, Data Science and/or Business Analytics
 Experience with MS Excel, Artificial Intelligence",https://www.glassdoor.sg/partner/jobListing.htm?pos=1515&ao=1136043&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_fe452173&cb=1679538837355&jobListingId=1008540908810&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-85473b2f9080e097-
GVT Government Technology Agency (GovTech),4.0,"Data Scientist (Strategy & Transformation), Data Science & Artificial Intelligence Division",Singapore,NA,"Research deep into the problem statement and propose solutions to tackle it
 Work closely with product managers, data scientists and engineers to develop, test and deploy new data products
 Write production-quality code and work with engineers to put models into operation
 Learn new things and impart knowledge to other team members in a multi-disciplinary team
 Establish best practices
 Share your expertise and mentor other data scientists
 Help with recruiting.
 Engaging users to understand their problems
 Conducting research & experimentation
 Rapid Prototyping
 Productionising your code
 Continuous Learning
 Sharing your knowledge and mentoring others
 Propose new innovation projects
 Have experience working with data and machine learning to solve problems, particularly in natural language processing techniques and experience in Large language models / transformers.
 Have experience with OpenAI’s GPT-3, ChatGPT or related technologies
 Have a demonstrated ability to build software
 Can write code to solve abstract problems
 Can talk and reason about code with other engineers
 Take the initiative to make things happen and w ant to work for the public good.
",https://www.glassdoor.sg/partner/jobListing.htm?pos=1505&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_fcd874f5&cb=1679538837353&jobListingId=1008486620341&cpc=B101C867B3EF2D75&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-43880d94aab2520e--6NYlbfkN0Adkj6z9PX5rd-1m12nzK_B6D4VjQGLpPuzUSV8YUmxKtSp99Izr6E6NRb6n83TkDUcjT-wXWcoflcvIRtM0QDtRHbzhPbNXxRKoqFsY1dpSWw-jHXMds83VGKt-isCnGeqGKSsSblclT9KzUbUhCuQmXzzD89OpUnyiQzqLL6BDbcHBfKjnd82R1YmaBOeA3K8NJl1M6CzDRQqYyigFS19Ck2Nsx-lI-qQiNeJpvvNkLSRbh0GjlPNYKr9vI9yHsIph7ZDuWwTAotc_PtcZ0IIsC_5BPq14mZBFxZQxoTX1s8_q-4zyrpAIAnkC1IBmmgI12ghoYLoY9RD0Tr6BRnOIsrz9tRv4AuWIlbB21g87c4hVni2HiSrjKLSvL1VIF67-emNkAOU8qFT4cvcBmx6uEjOr9PZX3P-P92v39ukl2mcv6XBFzqgl2kSREFi_goZagdmgNuH7h712_AIQBv2ClnqFqiWQLzEDl9pwGCyFvoqWrTcLgtG5NsNazOAYccorJJXOO_5YpCLAx62TQcBFqrT31t204nnGDS-ObMTKhquF1mmFWAnIX7T_m9hUqipbmcxjTrD052sVefHTS00sSonmwNB7AkD1k--JY0zBm6F9rBrT0i3PD6owsmdFjTD8qA7_ws5JE67g_XcMbZfJa4gX-1qTvIQYY6qrr7LHlQC1P93mmMGw2AsN6JKx0dp6AMpVlslVQTAhUWS3n9_jnoBvqLryyC1kkyt-yunT1Bpq9MOynYgoFZYgY-5VBsubawk6OOFrA%3D%3D
Nanyang Technological University,3.9,Research Fellow (Senior Data Scientist),Singapore,NA,"
Lead in the publication of the impact of learning analytics on the teaching and learning goals of the research grant 
Create fit-for-purpose datasets for learning analytics goals 
Source, test, develop and continuously refine machine learning and/or data mining algorithms for learning analytics applications relating to the learning analytics goals of the university 
Perform data cleaning and other quality checks 
Develop dashboards and other visualisation tools for intended users 
Collaborate with NTU schools/departments, external agencies and other universities on their research and development in relation to the learning analytics goals of the university 
Provide data interpretation and literacy training/consultancy to student and staff (together with learning analysts) 
PhD in Data Science and related fields 
Deep knowledge in statistical, data mining, AI and machine learning algorithms 
Deep working knowledge of Python or R; Expert level knowledge of Java would be a plus 
Strong ability in translating user needs into data science problem and solution. 
Good ability in communicating data science models to non-data science audience using simple language 
Existing publications on the use of data science in higher education 
Experiences with tools such as Denodo, data science platforms, Cloud AI/ML technologies and Qliksense would be ideal 
Familiarity with the principles of explainable AI would be ideal 
Team player with strong ability and willingness to support other work areas of the department",https://www.glassdoor.sg/partner/jobListing.htm?pos=1511&ao=1110586&s=58&guid=000001870c50d62995a7c0e5d4656e87&src=GD_JOB_AD&t=SR&vt=w&cs=1_0de129eb&cb=1679538837355&jobListingId=1008540427709&cpc=47CFDC01B3F81FAC&jrtk=3-0-1gs651liairm3801-1gs651lirg2rn800-258ddac858c7acc5--6NYlbfkN0C3dlnoyXIby2MErkk12i7gjQnI-ure46z91GVVu91qEa4UINR4Y7PvKfsPm9lzOPDKtqLtO9bDuJ-MoSB6OwyGIWA5XUkqp5PAkPi-t6PACY_3MNHE9auFL7Vgzs5bAJIMTT1JrqoE-h3wE0Q15D6vI3MSU4kKZ9Lyt_2XZhvhhYCw_njTHoZWunChTWQeXdJWN2w6Vjb5zVwN0tOY0jXzkwYm-bNyyBBXERYkhUKco7kujquLRUFrzqJdeVgyIARb-9FznVSR-wkeGKX_hRNrc7QyZiVt72VteBVsBmczWGIunmR7GYreGkfHZdpZV-j7Zy3SM-RJlV4vPuuGqC0q5wQVdNT-pWr91wmU0Ln4R5aQdguPo9-3aRy7ROUyEhq7LqoVY20lpZebq0Sm7lwRmoOyVs6hbw0XPkeaPsn_A_XohBVdtwQQEI4HeNOwGcp5aa_SUpTjeU5Ds9vyAKhz0oCH9RHj3k_kpqTRH60tBRQs9kOC811DpGePkENkgaqMno817XpeZLZ6Ci_sq409LCRwZXPPADSxWyK3ZZb421qduUuR65DgZAME9FVNOm_2wOc_DQ6rC3vwsnWJ1jnddGB3RbSxw4s1K1nQa5TTL1GtOnT8JJcpZW7px2zyYCuloHpaoOi8VssjW-azuTF_sgpJ6lXS-suwI8_8KbmkBTQ1MRgNX-Xq
